Prediction window [minutes],Subject ID,Brain F1 score,Number of ICs
2.0,1,0.4444444444444445,389
2.0,2,0.19999999999999998,389
2.0,3,0.56,389
2.0,4,0.45454545454545453,389
2.0,5,0.7027027027027025,389
2.0,6,0.3448275862068966,389
2.0,7,0.9583333333333334,389
2.0,8,0.3157894736842105,389
2.0,9,0.3,389
2.0,10,0.5531914893617021,389
2.0,11,0.7755102040816326,389
2.0,12,0.2857142857142857,389
3.0,1,0.4444444444444445,389
3.0,2,0.19999999999999998,389
3.0,3,0.56,389
3.0,4,0.45454545454545453,389
3.0,5,0.7027027027027025,389
3.0,6,0.3448275862068966,389
3.0,7,0.9583333333333334,389
3.0,8,0.3157894736842105,389
3.0,9,0.3,389
3.0,10,0.5531914893617021,389
3.0,11,0.7755102040816326,389
3.0,12,0.2857142857142857,389
4.0,1,0.6,389
4.0,2,0.3636363636363636,389
4.0,3,0.6153846153846153,389
4.0,4,0.5833333333333334,389
4.0,5,0.7692307692307693,389
4.0,6,0.4,389
4.0,7,0.9583333333333334,389
4.0,8,0.64,389
4.0,9,0.38095238095238093,389
4.0,10,0.7407407407407407,389
4.0,11,0.7755102040816326,389
4.0,12,0.2857142857142857,389
5.0,1,0.6,389
5.0,2,0.3636363636363636,389
5.0,3,0.6153846153846153,389
5.0,4,0.5833333333333334,389
5.0,5,0.7692307692307693,389
5.0,6,0.4,389
5.0,7,0.9583333333333334,389
5.0,8,0.64,389
5.0,9,0.38095238095238093,389
5.0,10,0.7407407407407407,389
5.0,11,0.7755102040816326,389
5.0,12,0.2857142857142857,389
5.0,1,0.6,389
5.0,2,0.3636363636363636,389
5.0,3,0.6153846153846153,389
5.0,4,0.5833333333333334,389
5.0,5,0.7692307692307693,389
5.0,6,0.4,389
5.0,7,0.9583333333333334,389
5.0,8,0.64,389
5.0,9,0.38095238095238093,389
5.0,10,0.7407407407407407,389
5.0,11,0.7755102040816326,389
5.0,12,0.2857142857142857,389
10.0,1,0.6,389
10.0,2,0.3636363636363636,389
10.0,3,0.5384615384615385,389
10.0,4,0.6399999999999999,389
10.0,5,0.7692307692307693,389
10.0,6,0.45161290322580644,389
10.0,7,0.9583333333333334,389
10.0,8,0.72,389
10.0,9,0.38095238095238093,389
10.0,10,0.6923076923076924,389
10.0,11,0.7499999999999999,389
10.0,12,0.2857142857142857,389
15.0,1,0.6,389
15.0,2,0.3636363636363636,389
15.0,3,0.5925925925925926,389
15.0,4,0.6399999999999999,389
15.0,5,0.7999999999999999,389
15.0,6,0.4,389
15.0,7,0.9361702127659575,389
15.0,8,0.72,389
15.0,9,0.38095238095238093,389
15.0,10,0.7636363636363637,389
15.0,11,0.8235294117647058,389
15.0,12,0.2857142857142857,389
20.0,1,0.6666666666666666,389
20.0,2,0.5,389
20.0,3,0.6428571428571429,389
20.0,4,0.6399999999999999,389
20.0,5,0.7999999999999999,389
20.0,6,0.45161290322580644,389
20.0,7,1.0,389
20.0,8,0.72,389
20.0,9,0.38095238095238093,389
20.0,10,0.8275862068965517,389
20.0,11,0.846153846153846,389
20.0,12,0.2857142857142857,389
25.0,1,0.6666666666666666,389
25.0,2,0.5,389
25.0,3,0.6428571428571429,389
25.0,4,0.6923076923076924,389
25.0,5,0.7999999999999999,389
25.0,6,0.45161290322580644,389
25.0,7,1.0,389
25.0,8,0.6666666666666666,389
25.0,9,0.45454545454545453,389
25.0,10,0.8275862068965517,389
25.0,11,0.846153846153846,389
25.0,12,0.2857142857142857,389
30.0,1,0.6341463414634146,389
30.0,2,0.5,389
30.0,3,0.6428571428571429,389
30.0,4,0.6923076923076924,389
30.0,5,0.7999999999999999,389
30.0,6,0.45161290322580644,389
30.0,7,0.9795918367346939,389
30.0,8,0.72,389
30.0,9,0.45454545454545453,389
30.0,10,0.8070175438596492,389
30.0,11,0.846153846153846,389
30.0,12,0.2857142857142857,389
35.0,1,0.6341463414634146,389
35.0,2,0.5,389
35.0,3,0.6428571428571429,389
35.0,4,0.6923076923076924,389
35.0,5,0.7999999999999999,389
35.0,6,0.5,389
35.0,7,0.9795918367346939,389
35.0,8,0.72,389
35.0,9,0.45454545454545453,389
35.0,10,0.8275862068965517,389
35.0,11,0.846153846153846,389
35.0,12,0.2857142857142857,389
40.0,1,0.6341463414634146,389
40.0,2,0.5,389
40.0,3,0.6428571428571429,389
40.0,4,0.6923076923076924,389
40.0,5,0.7999999999999999,389
40.0,6,0.5,389
40.0,7,1.0,389
40.0,8,0.6666666666666666,389
40.0,9,0.45454545454545453,389
40.0,10,0.8666666666666666,389
40.0,11,0.8679245283018869,389
40.0,12,0.2857142857142857,389
45.0,1,0.6341463414634146,389
45.0,2,0.5,389
45.0,3,0.6428571428571429,389
45.0,4,0.6923076923076924,389
45.0,5,0.7999999999999999,389
45.0,6,0.45161290322580644,389
45.0,7,0.9795918367346939,389
45.0,8,0.6666666666666666,389
45.0,9,0.45454545454545453,389
45.0,10,0.8666666666666666,389
45.0,11,0.888888888888889,389
45.0,12,0.2857142857142857,389
50.0,1,0.6341463414634146,389
50.0,2,0.5,389
50.0,3,0.6428571428571429,389
50.0,4,0.6923076923076924,389
50.0,5,0.7999999999999999,389
50.0,6,0.45161290322580644,389
50.0,7,1.0,389
50.0,8,0.6666666666666666,389
50.0,9,0.45454545454545453,389
50.0,10,0.8666666666666666,389
50.0,11,0.888888888888889,389
50.0,12,0.2857142857142857,389
